Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
COVID-19 Provides An Opportunity to Reassess How Frequent and How Extensive Elective Spine Surgery Should Be,"Epstein, Nancy E.",,2020,,Surg Neurol Int,,,,32363053,10.25259/SNI_124_2020,33430,#176541,Epstein 2020,,,176541,06-05-20
Even with COVID-19 neurosurgeons should still perform necessary urgent/emergent neurosurgery to avoid major permanent neurological deficits,"Bamps, Sven; Roosen, Gert; Vanvolsem, Steven; Wissels, Maarten; Put, Eric; Duyvendak, Wim; Donkersloot, Peter; Pazier, Mark",,2020,,Surg Neurol Int,,,,32363070,10.25259/SNI_153_2020,33429,#176542,Bamps 2020,,,176542,06-05-20
COVID-19 and Neurosurgery. Literature and Neurosurgical Societies Recommendations Update,"Germano, Antonino; Raffa, Giovanni; Angileri, Filippo Flavio; Cardali, Salvatore Massimiliano; Tomasello, Francesco","BACKGROUND: Since January 2020, 3 months ago, when the pathogen causing the Coronavirus-disease was identified in humans, the literature on COVID-19 has grown exponentially to over 4000 publications. There is the need to provide an update for each single medical discipline, including neurosurgery, to be used by single professionals or to be distributed through the neurosurgical community and to be used by governments in designing new scenario of care. METHODS: A review of the MEDLINE database was performed on April 13th, 2020. Search terms included ""COVID-19"", ""neurosurgery,"" and ""surgery"". A review of documents published on the web-page of the WFNS and of the 5 continental associations of neurosurgical societies AANS, AASNS, CAANS, EANS, and FLANC representing the 119 national Neurosurgical Societies around the world was performed. RESULTS: The literature search yielded 38 results that were manually reviewed. Fourteen manuscripts were considered eligible. They described suggestions and considerations to optimize care of neurosurgical patients, editorials on operational models, perspectives from neurosurgical departments, letters to the editor describing experiences on how to help medical staff to be prepared in advance for pandemic situations, description of regional or departmental models and/or organizational schemes. The webpages of the searched societies reported a total of 57 documents. CONCLUSIONS: The neurosurgical scientific community has promptly reacted to the COVID-19 outbreak by producing a growing number of documents that could serve as guidance for neurosurgeons all over the world. Neurosurgical Societies will represent the key-institutions for guiding the neurosurgical community to overcome the COVID-19 crisis.",2020,,World Neurosurg,,,,32360733,10.1016/j.wneu.2020.04.181,33661,#176727,Germano 2020,,,176727,06-05-20
COVID-19,"Sismondo, Sergio",,2020,,Soc Stud Sci,,,,32364047,10.1177/0306312720918403,33345,#176833,Sismondo 2020,,,176833,06-05-20
Accurate closed-form solution of the SIR epidemic model,"Barlow, Nathaniel S.; Weinstein, Steven J.","An accurate closed-form solution is obtained to the SIR Epidemic Model through the use of Asymptotic Approximants (Barlow et al., 2017). The solution is created by analytically continuing the divergent power series solution such that it matches the long-time asymptotic behavior of the epidemic model. The utility of the analytical form is demonstrated through its application to the COVID-19 pandemic.",2020,,Physica D,,,,32362697,10.1016/j.physd.2020.132540,33452,#177245,Barlow 2020,,,177245,06-05-20
The Role of Scientific Publishing in the SARS-CoV-2 Pandemic,"DeVane, C. Lindsay",,2020,,Pharmacotherapy,,,,32364280,10.1002/phar.2402,33327,#177262,DeVane 2020,,,177262,06-05-20
"Epidemiological and Clinical Characteristics Analysis of COVID-19 in the Surrounding Areas of Wuhan, Hubei Province in 2020","Zheng, Yi; Xiong, Chang; Liu, Yuquan; Qian, Xin; Tang, Yijun; Liu, Liang; Leung, Elaine Lai-Han; Wang, Meifang","AIM: Since December 2019, new COVID-19 outbreaks have occurred and spread from Wuhan as the centre. However, the clinical characteristics of patients in other areas around Wuhan, Hubei Province are still unclear. In this study, we performed epidemiological and clinical characteristics analysis on these regional cases. METHODS: We retrospectively investigated COVID-19 patients positively confirmed by nucleic acid Q-PCR at Taihe Hospital from January 16 to February 4, 2020. Their epidemiological, clinical manifestations, and imaging characteristics were analysed. RESULTS: Among the 73 patients studied, 12.3% developed symptoms after returning to Shiyan from Wuhan, and 71.2% had a history of close contact with Wuhan personnel or confirmed cases. Among these patients, 9 cases were associated with family clustering. The first main symptoms presented by these patients were fever (84.9%) and cough (21.9%). The longest incubation period was 26 days, and the median interval from the first symptoms to admission was 5 days. Of the patients, 67.1% were originally healthy people with no underlying diseases, others mostly had common comorbidities including hypertension (12.3%) and diabetes (5.5%), 10.9% were current smokers, 30.1% had low white blood cell counts and 45.2% showed decreased lymphocytes at the first time of diagnosis. CT scans showed that multiple patchy ground glass shadows outside of the patient lungs were commonly observed, and a single sub-pleural sheet of ground glass shadow with enhanced vascular bundles was also found located under the pleura. Patient follow-up to February 14 presented 38.4% severe cases and 2.7% critical cases. After follow-up, the parameter of lymphocyte counts below 0.8 x 10(9)/L cannot be used to predict severe and critical groups from the ordinary group, and a lower proportion of smokers and higher proportion of diabetes patients occur in the poor outcome group. Other co-morbidities are observed but did not lead to poor outcomes. CONCLUSION: The epidemiological characteristics of patients in the area around Wuhan, such as Shiyan, at first diagnosis are described as follows: Patients had histories of Wuhan residences in the early stage and family clustering in the later period. The incubation period was relatively long, and the incidence was relatively hidden, but the virulence was relatively low. The initial diagnosis of the patients was mostly ordinary, and the percentage of critical patients who evolved into the ICU during follow-up is 2.7%, which is lower than the 26.1% reported by Wuhan city. According to the Shiyan experience, early diagnosis with multiple swaps of the Q-PCR test and timely treatment can reduce the death rate. Diabetes could be one of the risk factors for progression to severe/critical outcomes. No evidence exists that smoking protects COVID-19 patients from developing to severe/critical cases, and the absolute number of lymphocytes at initial diagnosis could not predict the progression risk from severe to critical condition. Multivariate regression analysis should be used to further guide the allocation of clinical resources.",2020,,Pharmacol Res,,,,32360481,10.1016/j.phrs.2020.104821,33701,#177266,Zheng 2020,,,177266,06-05-20
Current targeted therapeutics against COVID-19: based on first-line experience in china,"Zhang, Yue; Xu, Qianhao; Sun, Zhuoyan; Zhou, Lei","SARS-CoV-2 is a novel strain, causing a global pandemic since the end of 2019. The majority of patients showed nonspecific symptoms such as fever, dry cough, and fatigue. Most patients have a good prognosis while some with severe conditions could rapidly progress to acute respiratory distress syndrome, septic shock, metabolic acidosis, coagulation dysfunction, and even die. The exacerbation of the patient's condition may be due to a cytokine storm in the body. Effective targeted therapies including antiviral and immunization are urgently needed. Although many clinical trials are already underway and the majority of patients have received antiviral therapy based on medication experience with severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS), and preliminary results from some clinical trials, there are no antiviral drugs proven to be effective currently. We summarize the current therapeutic medicines used in the clinic, hope to be able to provide some implications for clinical medication.",2020,,Pharmacol Res,,,,32360585,10.1016/j.phrs.2020.104854,33680,#177267,Zhang 2020,,,177267,06-05-20
Liu Shen capsule shows antiviral and anti-inflammatory abilities against novel coronavirus SARS-CoV-2 via suppression of NF-kappaB signaling pathway,"Ma, Qinhai; Pan, Weiqi; Li, Runfeng; Liu, Bin; Li, Chufang; Xie, Yuqi; Wang, Zhoulang; Zhao, Jin; Jiang, Haiming; Huang, Jicheng; Shi, Yongxia; Dai, Jun; Zheng, Kui; Li, Xiaobo; Yang, Zifeng","Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) has spread worldwide through person-to-person contact, causing a public health emergency of international concern. At present, there is no specific antiviral treatment recommended for SARS-CoV-2 infection. Liu Shen capsule (LS), a traditional Chinese medicine, has been proven to have a wide spectrum of pharmacological properties, such as anti-inflammatory, antiviral and immunomodulatory activities. However, little is known about the antiviral effect of LS against SARS-CoV-2. Herein, the study was designed to investigate the antiviral activity of SARS-CoV-2 and its potential effect in regulating the host's immune response. The inhibitory effect of LS against SARS-CoV-2 replication in Vero E6 cells was evaluated by using the cytopathic effect (CPE) and plaque reduction assay. The number of virions of SARS-CoV-2 was observed under transmission electron microscope after treatment with LS. Proinflammatory cytokine expression levels upon SARS-CoV-2 infection in Huh-7 cells were measured by real-time quantitative PCR assays. The results showed that LS could significantly inhibit SARS-CoV-2 replication in Vero E6 cells, and reduce the number of virus particles and it could markedly reduce pro-inflammatory cytokines (TNF-alpha, IL-6, IL-1beta, IL-8, CCL-2/MCP-1 and CXCL-10/IP-10) production at the mRNA levels. Moreover, the expression of the key proteins in the NF-kappaB/MAPK signaling pathway was detected by western blot and it was found that LS could inhibit the expression of p-NF-kappaB p65, p-IkappaBalpha and p-p38 MAPK, while increasing the expression of IkappaBalpha. These findings indicate that LS could inhibit SARS-CoV-2 virus infection via downregulating the expression of inflammatory cytokines induced virus and regulating the activity of NF-kappaB/MAPK signaling pathway in vitro, making its promising candidate treatment for controlling COVID-19 disease.",2020,,Pharmacol Res,,,,32360580,10.1016/j.phrs.2020.104850,33684,#177278,Ma 2020,,,177278,06-05-20
"Possible use of the mucolytic drug, bromhexine hydrochloride, as a prophylactic agent against SARS-CoV-2 infection based on its action on the Transmembrane Serine Protease 2","Habtemariam, Solomon; Nabavi, Seyed Fazel; Ghavami, Saeid; Cismaru, Cosmin Andrei; Neagoe, Ioana Berindan; Nabavi, Seyed Mohammad",,2020,,Pharmacol Res,,,,32360584,10.1016/j.phrs.2020.104853,33681,#177281,Habtemariam 2020,,,177281,06-05-20
Effectiveness of Ultraviolet-C Light and a High-Level Disinfection Cabinet for Decontamination of N95 Respirators,"Cadnum, Jennifer L.; Li, Daniel F.; Redmond, Sarah N.; John, Amrita R.; Pearlmutter, Basya; Donskey, Curtis J.","Background: Shortages of personal protective equipment (PPE) including N95 respirators are an urgent concern in the setting of the global COVID-19 pandemic. Decontamination of PPE could be useful to maintain adequate supplies, but there is uncertainty regarding the efficacy of decontamination technologies. Methods: A modification of the American Society for Testing and Materials standard quantitative carrier disk test method (ASTM E-2197-11) was used to examine the effectiveness of 3 methods, including ultraviolet-C (UV-C) light, a high-level disinfection cabinet that generates aerosolized peracetic acid and hydrogen peroxide, and dry heat at 70 degrees C for 30 minutes. We assessed the decontamination of 3 commercial N95 respirators inoculated with methicillin-resistant Staphylococcus aureus (MRSA) and bacteriophages MS2 and Phi6; the latter is an enveloped RNA virus used as a surrogate for coronaviruses. Three and 6 log10 reductions on respirators were considered effective for decontamination and disinfection, respectively. Results: UV-C administered as a 1-minute cycle in a UV-C box or a 30-minute cycle by a room decontamination device reduced contamination but did not meet criteria for decontamination of the viruses from all sites on the N95s. The high-level disinfection cabinet was effective for decontamination of the N95s and achieved disinfection with an extended 31-minute cycle. Dry heat at 70 degrees C for 30 minutes was not effective for decontamination of the bacteriophages. Conclusions: UV-C could be useful to reduce contamination on N95 respirators. However, the UV-C technologies studied did not meet pre-established criteria for decontamination under the test conditions used. The high-level disinfection cabinet was more effective and met criteria for disinfection with an extended cycle.",2020,,Pathog Immun,,,,32363254,10.20411/pai.v5i1.372,33397,#177364,Cadnum 2020,,,177364,06-05-20
